Date,Open,High,Low,Close
2017-11-09,43.7775,44.025002,43.285,43.970001
2017-11-10,43.7775,43.845001,43.567501,43.6675
2017-11-13,43.375,43.625,43.349998,43.4925
2017-11-14,43.259998,43.369999,42.794998,42.834999
2017-11-15,42.4925,42.580002,42.095001,42.27
2017-11-16,42.794998,42.967499,42.575001,42.775002
2017-11-17,42.759998,42.8475,42.41,42.537498
2017-11-20,42.572498,42.639999,42.389999,42.494999
2017-11-21,42.695,43.424999,42.695,43.285
2017-11-22,43.34,43.75,43.262501,43.740002
2017-11-24,43.775002,43.875,43.662498,43.7425
2017-11-27,43.762501,43.77,43.334999,43.522499
2017-11-28,43.575001,43.717499,42.965,43.267502
2017-11-29,43.157501,43.23,41.790001,42.369999
2017-11-30,42.607498,43.035,42.110001,42.962502
2017-12-01,42.487499,42.9175,42.125,42.762501
2017-12-04,43.119999,43.154999,42.407501,42.450001
2017-12-05,42.264999,42.880001,42.099998,42.41
2017-12-06,41.875,42.549999,41.615002,42.252499
2017-12-07,42.2575,42.610001,42.227501,42.330002
2017-12-08,42.622501,42.75,42.205002,42.342499
2017-12-11,42.299999,43.2225,42.197498,43.1675
2017-12-12,43.037498,43.0975,42.865002,42.924999
2017-12-13,43.125,43.384998,43,43.067501
2017-12-14,43.099998,43.282501,42.912498,43.055
2017-12-15,43.407501,43.5425,43.115002,43.4925
2017-12-18,43.720001,44.299999,43.715,44.105
2017-12-19,43.7575,43.8475,43.522499,43.634998
2017-12-20,43.717499,43.855,43.3125,43.587502
2017-12-21,43.5425,44.005001,43.525002,43.752499
2017-12-22,43.669998,43.855,43.625,43.752499
2017-12-26,42.700001,42.8675,42.419998,42.642502
2017-12-27,42.525002,42.695,42.427502,42.650002
2017-12-28,42.75,42.962502,42.619999,42.77
2017-12-29,42.630001,42.647499,42.305,42.307499
2018-01-02,42.540001,43.075001,42.314999,43.064999
2018-01-03,43.1325,43.637501,42.990002,43.057499
2018-01-04,43.134998,43.3675,43.02,43.2575
2018-01-05,43.360001,43.842499,43.262501,43.75
2018-01-08,43.587502,43.9025,43.482498,43.587502
2018-01-09,43.637501,43.764999,43.352501,43.5825
2018-01-10,43.290001,43.575001,43.25,43.572498
2018-01-11,43.647499,43.872501,43.622501,43.82
2018-01-12,44.044998,44.34,43.912498,44.272499
2018-01-16,44.474998,44.8475,44.035,44.047501
2018-01-17,44.037498,44.8125,43.767502,44.775002
2018-01-18,44.842499,45.025002,44.5625,44.814999
2018-01-19,44.6525,44.895,44.352501,44.615002
2018-01-22,44.325001,44.445,44.150002,44.25
2018-01-23,44.325001,44.860001,44.205002,44.259998
2018-01-24,44.3125,44.325001,43.299999,43.555
2018-01-25,43.627499,43.737499,42.6325,42.7775
2018-01-26,43,43,42.514999,42.877499
2018-01-29,42.540001,42.540001,41.767502,41.990002
2018-01-30,41.3825,41.842499,41.174999,41.7425
2018-01-31,41.717499,42.110001,41.625,41.857498
2018-02-01,41.7925,42.154999,41.689999,41.945
2018-02-02,41.5,41.700001,40.025002,40.125
2018-02-05,39.775002,40.970001,39,39.122501
2018-02-06,38.7075,40.93,38.5,40.7575
2018-02-07,40.772499,40.849998,39.767502,39.884998
2018-02-08,40.072498,40.25,38.7575,38.787498
2018-02-09,39.267502,39.4725,37.560001,39.102501
2018-02-12,39.625,40.9725,39.377499,40.677502
2018-02-13,40.487499,41.1875,40.412498,41.084999
2018-02-14,40.759998,41.884998,40.720001,41.842499
2018-02-15,42.447498,43.272499,42.25,43.247501
2018-02-16,43.09,43.705002,42.942501,43.107498
2018-02-20,43.012501,43.564999,42.855,42.962502
2018-02-21,43.2075,43.529999,42.752499,42.767502
2018-02-22,42.950001,43.487499,42.927502,43.125
2018-02-23,43.4175,43.912498,43.384998,43.875
2018-02-26,44.087502,44.8475,44.052502,44.7425
2018-02-27,44.775002,45.119999,44.540001,44.5975
2018-02-28,44.814999,45.154999,44.512501,44.529999
2018-03-01,44.634998,44.945,43.165001,43.75
2018-03-02,43.200001,44.075001,43.112499,44.052502
2018-03-05,43.802502,44.435001,43.630001,44.205002
2018-03-06,44.477501,44.5625,44.032501,44.1675
2018-03-07,43.735001,43.962502,43.567501,43.7575
2018-03-08,43.869999,44.279999,43.767502,44.235001
2018-03-09,44.490002,45,44.3475,44.994999
2018-03-12,45.072498,45.5975,45.052502,45.43
2018-03-13,45.647499,45.875,44.810001,44.9925
2018-03-14,45.080002,45.130001,44.452499,44.610001
2018-03-15,44.625,45.060001,44.517502,44.662498
2018-03-16,44.662498,44.779999,44.404999,44.505001
2018-03-19,44.330002,44.3675,43.415001,43.825001
2018-03-20,43.810001,44.200001,43.735001,43.810001
2018-03-21,43.759998,43.772499,42.814999,42.817501
2018-03-22,42.5,43.169998,42.150002,42.212502
2018-03-23,42.0975,42.48,41.235001,41.235001
2018-03-26,42.017502,43.275002,41.610001,43.192501
2018-03-27,43.419998,43.787498,41.73,42.084999
2018-03-28,41.8125,42.505001,41.297501,41.619999
2018-03-29,41.952499,42.9375,41.724998,41.945
2018-04-02,41.66,42.235001,41.1175,41.669998
2018-04-03,41.91,42.1875,41.220001,42.0975
2018-04-04,41.220001,43.002499,41.192501,42.9025
2018-04-05,43.145,43.557499,43.02,43.200001
2018-04-06,42.7425,43.119999,42.049999,42.095001
2018-04-09,42.470001,43.272499,42.462502,42.512501
2018-04-10,43.25,43.5,42.8825,43.3125
2018-04-11,43.057499,43.48,42.924999,43.110001
2018-04-12,43.352501,43.75,43.259998,43.535
2018-04-13,43.695,43.959999,43.462502,43.682499
2018-04-16,43.7575,44.047501,43.7075,43.955002
2018-04-17,44.122501,44.735001,44.102501,44.560001
2018-04-18,44.452499,44.705002,44.220001,44.459999
2018-04-19,43.439999,43.8475,43.165001,43.200001
2018-04-20,42.650002,42.805,41.357498,41.43
2018-04-23,41.7075,41.73,41.022499,41.310001
2018-04-24,41.4175,41.5825,40.305,40.735001
2018-04-25,40.654999,41.355,40.602501,40.912498
2018-04-26,41.029999,41.432499,40.842499,41.055
2018-04-27,41,41.0825,40.157501,40.580002
2018-04-30,40.532501,41.814999,40.459999,41.314999
2018-05-01,41.602501,42.299999,41.317501,42.275002
2018-05-02,43.807499,44.4375,43.450001,44.142502
2018-05-03,43.970001,44.375,43.610001,44.2225
2018-05-04,44.5625,46.0625,44.5425,45.9575
2018-05-07,46.294998,46.9175,46.1875,46.290001
2018-05-08,46.247501,46.555,45.9175,46.512501
2018-05-09,46.637501,46.849998,46.305,46.84
2018-05-10,46.935001,47.592499,46.912498,47.509998
2018-05-11,47.372501,47.514999,46.862499,47.147499
2018-05-14,47.252499,47.3825,46.965,47.037498
2018-05-15,46.695,46.767502,46.275002,46.610001
2018-05-16,46.517502,47.115002,46.5,47.044998
2018-05-17,47,47.227501,46.59,46.747501
2018-05-18,46.797501,46.952499,46.532501,46.577499
2018-05-21,47,47.317501,46.727501,46.907501
2018-05-22,47.095001,47.220001,46.695,46.790001
2018-05-23,46.587502,47.125,46.439999,47.09
2018-05-24,47.192501,47.209999,46.552502,47.037498
2018-05-25,47.057499,47.412498,46.912498,47.145
2018-05-29,46.900002,47.1875,46.717499,46.974998
2018-05-30,46.93,47,46.695,46.875
2018-05-31,46.805,47.057499,46.535,46.717499
2018-06-01,46.997501,47.564999,46.9375,47.560001
2018-06-04,47.91,48.355,47.837502,47.9575
2018-06-05,48.267502,48.485001,48.09,48.327499
2018-06-06,48.407501,48.52,47.98,48.494999
2018-06-07,48.535,48.549999,48.084999,48.365002
2018-06-08,47.7925,48,47.442501,47.924999
2018-06-11,47.837502,47.9925,47.552502,47.807499
2018-06-12,47.8475,48.1525,47.787498,48.07
2018-06-13,48.105,48.220001,47.610001,47.674999
2018-06-14,47.887501,47.892502,47.555,47.700001
2018-06-15,47.5075,47.540001,47.064999,47.209999
2018-06-18,46.970001,47.305,46.799999,47.185001
2018-06-19,46.285,46.5825,45.862499,46.422501
2018-06-20,46.587502,46.799999,46.432499,46.625
2018-06-21,46.8125,47.087502,46.235001,46.365002
2018-06-22,46.529999,46.537498,46.174999,46.23
2018-06-25,45.849998,46.23,45.182499,45.5425
2018-06-26,45.747501,46.6325,45.634998,46.107498
2018-06-27,46.307499,46.82,46.0075,46.040001
2018-06-28,46.025002,46.552502,45.950001,46.375
2018-06-29,46.572498,46.797501,45.727501,46.2775
2018-07-02,45.955002,46.825001,45.855,46.794998
2018-07-03,46.947498,46.987499,45.884998,45.98
2018-07-05,46.314999,46.602501,46.07,46.349998
2018-07-06,46.355,47.107498,46.299999,46.9925
2018-07-09,47.375,47.669998,47.325001,47.645
2018-07-10,47.677502,47.82,47.544998,47.587502
2018-07-11,47.125,47.445,46.9025,46.970001
2018-07-12,47.3825,47.852501,47.327499,47.7575
2018-07-13,47.77,47.959999,47.724998,47.8325
2018-07-16,47.880001,48.162498,47.605,47.727501
2018-07-17,47.4375,47.967499,47.299999,47.862499
2018-07-18,47.945,47.950001,47.482498,47.599998
2018-07-19,47.422501,48.137501,47.422501,47.970001
2018-07-20,47.945,48.107498,47.5425,47.860001
2018-07-23,47.669998,47.990002,47.389999,47.9025
2018-07-24,48.112499,48.415001,48.012501,48.25
2018-07-25,48.264999,48.712502,48.107498,48.705002
2018-07-26,48.6525,48.990002,48.4025,48.552502
2018-07-27,48.747501,48.797501,47.525002,47.744999
2018-07-30,47.974998,48.049999,47.267502,47.477501
2018-07-31,47.575001,48.035,47.334999,47.572498
2018-08-01,49.782501,50.439999,49.327499,50.375
2018-08-02,50.145,52.095001,50.087502,51.8475
2018-08-03,51.7575,52.185001,51.369999,51.997501
2018-08-06,52,52.3125,51.767502,52.267502
2018-08-07,52.330002,52.375,51.689999,51.7775
2018-08-08,51.512501,51.952499,51.130001,51.8125
2018-08-09,52.3825,52.445,51.799999,52.220001
2018-08-10,51.84,52.275002,51.6675,51.8825
2018-08-13,52.327499,52.737499,51.924999,52.217499
2018-08-14,52.540001,52.639999,52.064999,52.4375
2018-08-15,52.305,52.685001,52.0825,52.560001
2018-08-16,52.9375,53.452499,52.8675,53.330002
2018-08-17,53.360001,54.487499,53.290001,54.395
2018-08-20,54.525002,54.794998,53.7775,53.865002
2018-08-21,54.200001,54.297501,53.5075,53.759998
2018-08-22,53.525002,54.09,53.459999,53.762501
2018-08-23,53.662498,54.262501,53.650002,53.872501
2018-08-24,54.150002,54.224998,53.7775,54.040001
2018-08-27,54.287498,54.685001,54.0825,54.485001
2018-08-28,54.752499,55.134998,54.73,54.924999
2018-08-29,55.037498,55.872501,54.852501,55.744999
2018-08-30,55.8125,57.064999,55.599998,56.2575
2018-08-31,56.627499,57.217499,56.5,56.907501
2018-09-04,57.102501,57.294998,56.657501,57.09
2018-09-05,57.247501,57.4175,56.275002,56.717499
2018-09-06,56.557499,56.837502,55.325001,55.775002
2018-09-07,55.462502,56.342499,55.177502,55.325001
2018-09-10,55.237499,55.462502,54.1175,54.5825
2018-09-11,54.502499,56.075001,54.139999,55.962502
2018-09-12,56.235001,56.25,54.959999,55.267502
2018-09-13,55.880001,57.087502,55.642502,56.602501
2018-09-14,56.4375,56.709999,55.630001,55.959999
2018-09-17,55.537498,55.737499,54.317501,54.470001
2018-09-18,54.447498,55.462502,54.279999,54.560001
2018-09-19,54.625,54.904999,53.825001,54.592499
2018-09-20,55.060001,55.57,54.787498,55.0075
2018-09-21,55.195,55.34,54.322498,54.415001
2018-09-24,54.205002,55.314999,54.157501,55.197498
2018-09-25,54.9375,55.705002,54.924999,55.547501
2018-09-26,55.25,55.9375,54.939999,55.105
2018-09-27,55.955002,56.610001,55.884998,56.237499
2018-09-28,56.197498,56.459999,56.005001,56.435001
2018-10-01,56.987499,57.355,56.587502,56.814999
2018-10-02,56.8125,57.5,56.657501,57.32
2018-10-03,57.512501,58.3675,57.445,58.017502
2018-10-04,57.695,58.087502,56.682499,56.997501
2018-10-05,56.990002,57.102501,55.145,56.072498
2018-10-08,55.552502,56.200001,55.049999,55.942501
2018-10-09,55.91,56.817501,55.5625,56.717499
2018-10-10,56.365002,56.587502,54.012501,54.09
2018-10-11,53.630001,54.875,53.080002,53.612499
2018-10-12,55.105,55.720001,54.209999,55.5275
2018-10-15,55.290001,55.4575,54.317501,54.34
2018-10-16,54.732498,55.747501,54.189999,55.537498
2018-10-17,55.575001,55.66,54.834999,55.297501
2018-10-18,54.465,54.935001,53.25,54.005001
2018-10-19,54.514999,55.314999,54.357498,54.827499
2018-10-22,54.947498,55.84,54.735001,55.162498
2018-10-23,53.9575,55.8125,53.674999,55.682499
2018-10-24,55.650002,56.057499,53.634998,53.772499
2018-10-25,54.427502,55.345001,54.1875,54.950001
2018-10-26,53.974998,55.047501,53.1675,54.075001
2018-10-29,54.797501,54.922501,51.522499,53.060001
2018-10-30,52.787498,53.794998,52.317501,53.325001
2018-10-31,54.220001,55.112499,54.154999,54.715
2018-11-01,54.762501,55.59,54.202499,55.555
2018-11-02,52.387501,53.412498,51.357498,51.869999
2018-11-05,51.075001,51.0975,49.5425,50.397499
2018-11-06,50.48,51.18,50.422501,50.942501
2018-11-07,51.4925,52.514999,51.032501,52.487499
2018-11-08,52.494999,52.529999,51.6875,52.122501
2018-11-09,51.387501,51.502499,50.5625,51.1175
2018-11-12,49.75,49.962502,48.447498,48.5425
2018-11-13,47.907501,49.294998,47.862499,48.057499
2018-11-14,48.474998,48.619999,46.482498,46.700001
2018-11-15,47.0975,47.9925,46.724998,47.852501
2018-11-16,47.625,48.7425,47.365002,48.3825
2018-11-19,47.5,47.674999,46.247501,46.465
2018-11-20,44.592499,45.3675,43.877499,44.244999
2018-11-21,44.932499,45.067501,44.137501,44.195
2018-11-23,43.735001,44.150002,43.025002,43.072498
2018-11-26,43.560001,43.737499,42.564999,43.654999
2018-11-27,42.877499,43.692501,42.720001,43.560001
2018-11-28,44.182499,45.322498,43.732498,45.235001
2018-11-29,45.665001,45.700001,44.424999,44.887501
2018-11-30,45.072498,45.0825,44.2575,44.645
2018-12-03,46.115002,46.235001,45.302502,46.205002
2018-12-04,45.237499,45.5975,44.067501,44.172501
2018-12-06,42.939999,43.695,42.605,43.68
2018-12-07,43.372501,43.622501,42.075001,42.122501
2018-12-10,41.25,42.522499,40.8325,42.400002
2018-12-11,42.915001,42.947498,41.75,42.157501
2018-12-12,42.599998,42.98,42.255001,42.275002
2018-12-13,42.622501,43.142502,42.387501,42.737499
2018-12-14,42.25,42.27,41.32,41.369999
2018-12-17,41.362499,42.087502,40.682499,40.985001
2018-12-18,41.345001,41.8825,41.0975,41.517502
2018-12-19,41.5,41.862499,39.772499,40.2225
2018-12-20,40.099998,40.5275,38.825001,39.2075
2018-12-21,39.215,39.540001,37.407501,37.682499
2018-12-24,37.037498,37.887501,36.647499,36.7075
2018-12-26,37.075001,39.307499,36.68,39.2925
2018-12-27,38.959999,39.192501,37.517502,39.037498
2018-12-28,39.375,39.630001,38.637501,39.057499
2018-12-31,39.6325,39.84,39.119999,39.435001
2019-01-02,38.7225,39.712502,38.557499,39.48
2019-01-03,35.994999,36.43,35.5,35.547501
2019-01-04,36.1325,37.137501,35.950001,37.064999
2019-01-07,37.174999,37.2075,36.474998,36.982498
2019-01-08,37.389999,37.955002,37.130001,37.6875
2019-01-09,37.822498,38.6325,37.407501,38.327499
2019-01-10,38.125,38.4925,37.715,38.450001
2019-01-11,38.220001,38.424999,37.877499,38.072498
2019-01-14,37.712502,37.817501,37.305,37.5
2019-01-15,37.567501,38.3475,37.512501,38.267502
2019-01-16,38.27,38.970001,38.25,38.735001
2019-01-17,38.549999,39.415001,38.314999,38.965
2019-01-18,39.375,39.470001,38.994999,39.205002
2019-01-22,39.102501,39.182499,38.154999,38.325001
2019-01-23,38.537498,38.785,37.924999,38.48
2019-01-24,38.5275,38.619999,37.935001,38.174999
2019-01-25,38.869999,39.532501,38.580002,39.439999
2019-01-28,38.947498,39.0825,38.415001,39.075001
2019-01-29,39.0625,39.532501,38.5275,38.669998
2019-01-30,40.8125,41.537498,40.057499,41.3125
2019-01-31,41.5275,42.25,41.139999,41.610001
2019-02-01,41.740002,42.244999,41.482498,41.630001
2019-02-04,41.852501,42.915001,41.82,42.8125
2019-02-05,43.215,43.77,43.087502,43.544998
2019-02-06,43.662498,43.892502,43.212502,43.560001
2019-02-07,43.099998,43.485001,42.584999,42.735001
2019-02-08,42.247501,42.665001,42.105,42.602501
2019-02-11,42.762501,42.802502,42.3125,42.357498
2019-02-12,42.525002,42.75,42.424999,42.7225
2019-02-13,42.8475,43.119999,42.48,42.544998
2019-02-14,42.427502,42.814999,42.345001,42.700001
2019-02-15,42.8125,42.924999,42.4375,42.605
2019-02-19,42.427502,42.860001,42.372501,42.732498
2019-02-20,42.797501,43.330002,42.747501,43.0075
2019-02-21,42.950001,43.092499,42.575001,42.764999
2019-02-22,42.895,43.25,42.845001,43.2425
2019-02-25,43.540001,43.967499,43.487499,43.557499
2019-02-26,43.427502,43.825001,43.2925,43.5825
2019-02-27,43.302502,43.75,43.182499,43.717499
2019-02-28,43.580002,43.727501,43.23,43.287498
2019-03-01,43.57,43.787498,43.2225,43.7425
2019-03-04,43.922501,44.4375,43.4925,43.962502
2019-03-05,43.985001,44,43.634998,43.8825
2019-03-06,43.6675,43.872501,43.485001,43.630001
2019-03-07,43.467499,43.610001,43.005001,43.125
2019-03-08,42.580002,43.267502,42.375,43.227501
2019-03-11,43.872501,44.779999,43.837502,44.724998
2019-03-12,45,45.6675,44.842499,45.227501
2019-03-13,45.5625,45.825001,45.23,45.427502
2019-03-14,45.974998,46.025002,45.639999,45.932499
2019-03-15,46.212502,46.8325,45.935001,46.529999
2019-03-18,46.450001,47.0975,46.447498,47.005001
2019-03-19,47.087502,47.247501,46.48,46.6325
2019-03-20,46.557499,47.372501,46.182499,47.040001
2019-03-21,47.505001,49.0825,47.452499,48.772499
2019-03-22,48.834999,49.422501,47.695,47.762501
2019-03-25,47.877499,47.994999,46.650002,47.185001
2019-03-26,47.915001,48.220001,46.145,46.697498
2019-03-27,47.1875,47.439999,46.637501,47.1175
2019-03-28,47.237499,47.389999,46.8825,47.18
2019-03-29,47.4575,47.52,47.134998,47.487499
2019-04-01,47.91,47.919998,47.095001,47.810001
2019-04-02,47.772499,48.615002,47.762501,48.505001
2019-04-03,48.3125,49.125,48.287498,48.837502
2019-04-04,48.697498,49.092499,48.285,48.922501
2019-04-05,49.112499,49.275002,48.982498,49.25
2019-04-08,49.105,50.057499,49.084999,50.025002
2019-04-09,50.080002,50.712502,49.807499,49.875
2019-04-10,49.669998,50.185001,49.544998,50.154999
2019-04-11,50.212502,50.25,49.610001,49.737499
2019-04-12,49.799999,50.035,49.052502,49.717499
2019-04-15,49.645,49.962502,49.502499,49.807499
2019-04-16,49.865002,50.342499,49.639999,49.8125
2019-04-17,49.884998,50.845001,49.6525,50.782501
2019-04-18,50.779999,51.037498,50.630001,50.965
2019-04-22,50.7075,51.235001,50.584999,51.1325
2019-04-23,51.107498,51.9375,50.974998,51.869999
2019-04-24,51.84,52.119999,51.762501,51.790001
2019-04-25,51.7075,51.939999,51.279999,51.32
2019-04-26,51.224998,51.25,50.529999,51.075001
2019-04-29,51.099998,51.4925,50.965,51.1525
2019-04-30,50.764999,50.849998,49.7775,50.1675
2019-05-01,52.470001,53.827499,52.307499,52.630001
2019-05-02,52.459999,53.162498,52.032501,52.287498
2019-05-03,52.7225,52.959999,52.557499,52.9375
2019-05-06,51.072498,52.209999,50.875,52.119999
2019-05-07,51.470001,51.855,50.2075,50.715
2019-05-08,50.474998,51.334999,50.4375,50.724998
2019-05-09,50.099998,50.419998,49.165001,50.18
2019-05-10,49.355,49.712502,48.192501,49.294998
2019-05-13,46.927502,47.369999,45.712502,46.43
2019-05-14,46.602501,47.424999,46.352501,47.165001
2019-05-15,46.567501,47.9375,46.505001,47.73
2019-05-16,47.477501,48.1175,47.209999,47.52
2019-05-17,46.732498,47.724998,46.689999,47.25
2019-05-20,45.880001,46.087502,45.07,45.772499
2019-05-21,46.305,47,46.174999,46.650002
2019-05-22,46.165001,46.427502,45.637501,45.695
2019-05-23,44.950001,45.134998,44.452499,44.915001
2019-05-24,45.049999,45.535,44.654999,44.7425
2019-05-28,44.73,45.147499,44.477501,44.557499
2019-05-29,44.105,44.837502,44,44.345001
2019-05-30,44.487499,44.807499,44.1675,44.575001
2019-05-31,44.057499,44.497501,43.747501,43.767502
2019-06-03,43.900002,44.48,42.567501,43.325001
2019-06-04,43.860001,44.9575,43.630001,44.91
2019-06-05,46.07,46.247501,45.285,45.634998
2019-06-06,45.77,46.3675,45.537498,46.305
2019-06-07,46.627499,47.98,46.442501,47.537498
2019-06-10,47.952499,48.842499,47.904999,48.145
2019-06-11,48.715,49,48.400002,48.702499
2019-06-12,48.487499,48.9925,48.3475,48.547501
2019-06-13,48.674999,49.197498,48.400002,48.537498
2019-06-14,47.887501,48.397499,47.575001,48.185001
2019-06-17,48.224998,48.740002,48.0425,48.4725
2019-06-18,49.012501,50.072498,48.802502,49.612499
2019-06-19,49.919998,49.970001,49.327499,49.467499
2019-06-20,50.092499,50.1525,49.5075,49.865002
2019-06-21,49.700001,50.212502,49.537498,49.695
2019-06-24,49.634998,50.040001,49.5425,49.645
2019-06-25,49.607498,49.814999,48.822498,48.892502
2019-06-26,49.442501,50.247501,49.337502,49.950001
2019-06-27,50.072498,50.392502,49.892502,49.935001
2019-06-28,49.669998,49.875,49.262501,49.48
2019-07-01,50.7925,51.122501,50.162498,50.387501
2019-07-02,50.352501,50.782501,50.34,50.682499
2019-07-03,50.82,51.110001,50.672501,51.102501
2019-07-05,50.837502,51.27,50.724998,51.057499
2019-07-08,50.202499,50.349998,49.602501,50.005001
2019-07-09,49.799999,50.377499,49.702499,50.310001
2019-07-10,50.462502,50.932499,50.389999,50.807499
2019-07-11,50.827499,51.0975,50.427502,50.4375
2019-07-12,50.612499,51,50.549999,50.825001
2019-07-15,51.022499,51.467499,51,51.302502
2019-07-16,51.147499,51.5275,50.875,51.125
2019-07-17,51.012501,51.272499,50.817501,50.837502
2019-07-18,51,51.470001,50.924999,51.415001
2019-07-19,51.447498,51.625,50.59,50.647499
2019-07-22,50.912498,51.807499,50.9025,51.805
2019-07-23,52.115002,52.227501,51.822498,52.209999
2019-07-24,51.9175,52.287498,51.7925,52.1675
2019-07-25,52.2225,52.310001,51.682499,51.755001
2019-07-26,51.869999,52.432499,51.785,51.935001
2019-07-29,52.115002,52.66,52.110001,52.419998
2019-07-30,52.189999,52.540001,51.827499,52.195
2019-07-31,54.105,55.342499,52.825001,53.259998
2019-08-01,53.474998,54.5075,51.685001,52.107498
2019-08-02,51.3825,51.607498,50.407501,51.005001
2019-08-05,49.497501,49.662498,48.145,48.334999
2019-08-06,49.077499,49.517502,48.509998,49.25
2019-08-07,48.852501,49.889999,48.455002,49.759998
2019-08-08,50.049999,50.8825,49.8475,50.857498
2019-08-09,50.325001,50.689999,49.822498,50.247501
2019-08-12,49.904999,50.512501,49.787498,50.119999
2019-08-13,50.255001,53.035,50.119999,52.2425
2019-08-14,50.790001,51.610001,50.647499,50.6875
2019-08-15,50.865002,51.285,49.9175,50.435001
2019-08-16,51.07,51.790001,50.959999,51.625
2019-08-19,52.654999,53.182499,52.5075,52.587502
2019-08-20,52.720001,53.337502,52.580002,52.59
2019-08-21,53.247501,53.412498,52.900002,53.16
2019-08-22,53.297501,53.610001,52.6875,53.115002
2019-08-23,52.357498,53.012501,50.25,50.66
2019-08-26,51.465,51.797501,51.264999,51.622501
2019-08-27,51.965,52.137501,50.8825,51.040001
2019-08-28,51.025002,51.43,50.830002,51.3825
2019-08-29,52.125,52.330002,51.665001,52.252499
2019-08-30,52.540001,52.612499,51.799999,52.185001
2019-09-03,51.607498,51.744999,51.055,51.424999
2019-09-04,52.0975,52.369999,51.830002,52.297501
2019-09-05,53,53.4925,52.877499,53.32
2019-09-06,53.512501,53.605,53.127499,53.314999
2019-09-09,53.709999,54.110001,52.767502,53.5425
2019-09-10,53.465,54.195,52.927502,54.174999
2019-09-11,54.517502,55.927502,54.432499,55.897499
2019-09-12,56.200001,56.605,55.715,55.772499
2019-09-13,55,55.197498,54.255001,54.6875
2019-09-16,54.432499,55.032501,54.389999,54.974998
2019-09-17,54.990002,55.205002,54.779999,55.174999
2019-09-18,55.264999,55.712502,54.860001,55.692501
2019-09-19,55.502499,55.939999,55.092499,55.240002
2019-09-20,55.345001,55.639999,54.3675,54.432499
2019-09-23,54.737499,54.959999,54.412498,54.68
2019-09-24,55.2575,55.622501,54.297501,54.419998
2019-09-25,54.637501,55.375,54.285,55.2575
